0.8056641	-0.0000111
1.6113281	0.0000104
8.4169922	0.0001083
9.2226562	0.0001517
10.0283203	0.0002060
10.8339844	0.0001403
11.6396484	0.0002055
12.4453125	0.0002598
13.2509766	0.0002814
14.0566406	0.0002266
14.8623047	0.0003136
15.6679687	0.0003243
16.4736328	0.0003240
17.2792969	0.0004219
18.0849609	0.0004435
18.8906250	0.0004433
19.6962891	0.0004212
20.5019531	0.0004755
21.3076172	0.0005625
22.1132812	0.0005187
22.9189453	0.0005620
23.7246094	0.0006490
24.5302734	0.0006052
25.3359375	0.0006268
26.1416016	0.0006919
26.9472656	0.0007680
27.7529297	0.0007896
28.5585937	0.0008438
29.3642578	0.0009090
30.1699219	0.0008216
30.9755859	0.0009195
31.7812500	0.0009846
32.5869141	0.0010062
33.3925781	0.0009951
34.1982422	0.0010711
35.0039062	0.0010927
35.8095703	0.0011579
36.6152344	0.0012231
37.4208984	0.0012337
38.2265625	0.0012117
39.0322266	0.0013750
39.8378906	0.0013420
40.6435547	0.0013963
41.4492187	0.0014397
42.2548828	0.0014831
43.0605469	0.0015482
43.8662109	0.0015371
44.6718750	0.0016350
45.4775391	0.0016347
46.2832031	0.0017217
47.0888672	0.0017215
47.8945312	0.0018303
48.7001953	0.0018627
49.5058594	0.0019061
50.3115234	0.0020367
51.1171875	0.0021127
51.9228516	0.0021561
52.7285156	0.0022540
53.5341797	0.0025262
54.3398437	0.0031146
55.1455078	0.0062642
55.9511719	0.0164001
56.7568359	0.0276805
57.5625000	0.0388083
58.3681641	0.0499906
59.1738281	0.0611620
59.9794922	0.0722244
60.7851562	0.0831233
61.5908203	0.0941421
62.3964844	0.1050301
63.2021484	0.1158745
64.0078125	0.1267189
64.8134766	0.1375416
65.6191406	0.1481353
66.4248047	0.1587072
67.2304687	0.1693337
68.0361328	0.1797203
68.8417969	0.1900852
69.6474609	0.2004173
70.4531250	0.2107168
71.2587891	0.2209181
72.0644531	0.2310105
72.8701172	0.2410157
73.6757812	0.2510209
74.4814453	0.2608735
75.2871094	0.2707261
76.0927734	0.2804806
76.8984375	0.2900062
77.7041016	0.2994991
78.5097656	0.3090029
6.0000000	0.0023337
0.0000000	0.0001428
0.0000000	0.0001426
0.0000000	0.0000769
0.0000000	0.0000549
0.0000000	0.0000983
0.0000000	0.0000218
0.0000000	0.0000760
0.0000000	-0.0000332
0.0000000	0.0000538
0.0000000	0.0000536
0.0000000	-0.0000120
0.0000000	0.0000313
0.0000000	-0.0000125
0.0000000	0.0000200
0.0000000	-0.0000347
0.0000000	-0.0000459
0.0000000	0.0000738
0.0000000	-0.0000136
