0.3295898	0.0000761
0.6591797	-0.0000004
6.9887695	0.0010893
7.3183594	0.0012199
7.6479492	0.0016774
7.9775391	0.0072902
8.3071289	0.0164671
8.6367187	0.0256331
8.9663086	0.0348317
9.2958984	0.0440849
9.6254883	0.0532835
9.9550781	0.0625149
10.2846680	0.0717244
10.6142578	0.0809558
10.9438477	0.0902417
11.2734375	0.0994512
11.6030273	0.1088243
11.9326172	0.1180447
12.2622070	0.1272761
12.5917969	0.1364638
12.9213867	0.1457933
13.2509766	0.1550246
13.5805664	0.1642996
13.9101562	0.1735309
14.2397461	0.1828059
14.5693359	0.1920590
14.8989258	0.2013231
15.2285156	0.2106089
15.5581055	0.2198403
15.8876953	0.2290607
16.2172852	0.2383575
16.5468750	0.2476106
16.8764648	0.2568747
17.2060547	0.2661170
17.5356445	0.2753592
17.8652344	0.2846124
18.1948242	0.2938001
18.5244141	0.3030642
18.8540039	0.3122192
19.1835937	0.3215269
19.5131836	0.3306710
19.8427734	0.3399242
20.1723633	0.3491011
20.5019531	0.3583215
20.8315430	0.3675093
21.1611328	0.3766861
21.4907227	0.3859393
21.8203125	0.3950943
22.1499023	0.4042603
22.4794922	0.4134372
22.8090820	0.4225595
23.1386719	0.4318018
23.4682617	0.4409677
23.7978516	0.4501555
24.1274414	0.4591907
24.4570312	0.4683348
24.7866211	0.4775117
25.1162109	0.4865469
25.4458008	0.4957237
25.7753906	0.5047807
26.1049805	0.5139358
26.4345703	0.5229709
26.7641602	0.5321478
27.0937500	0.5411939
27.4233398	0.5502617
27.7529297	0.5593841
28.0825195	0.5683866
28.4121094	0.5774544
28.7416992	0.5864242
29.0712891	0.5955575
29.4008789	0.6045381
29.7304687	0.6135733
30.0600586	0.6225758
30.3896484	0.6314693
30.7192383	0.6405044
31.0488281	0.6494851
31.3784180	0.6584658
31.7080078	0.6674029
32.0375977	0.6763072
32.3671875	0.6853642
32.6967773	0.6942795
33.0263672	0.7032166
33.3559570	0.7121536
33.6855469	0.7210035
34.0151367	0.7298970
34.3447266	0.7388450
34.6743164	0.7477385
35.0039062	0.7565230
35.3334961	0.7654055
35.6630859	0.7742772
6.0000000	0.0065637
0.0000000	0.0004491
0.0000000	0.0002309
0.0000000	0.0001653
0.0000000	0.0001106
0.0000000	0.0000777
0.0000000	0.0000666
0.0000000	0.0000337
0.0000000	0.0000989
0.0000000	0.0000223
0.0000000	0.0000766
0.0000000	0.0000219
0.0000000	0.0000326
0.0000000	-0.0000003
0.0000000	0.0000104
0.0000000	0.0000211
0.0000000	-0.0000663
0.0000000	0.0000097
0.0000000	-0.0000232
