0.6591797	0.0000102
6.9887695	0.0002715
7.3183594	0.0003147
7.6479492	0.0002926
7.9775391	0.0003903
8.3071289	0.0004009
8.6367187	0.0004006
8.9663086	0.0004329
9.2958984	0.0004326
9.6254883	0.0004650
9.9550781	0.0004973
10.2846680	0.0005515
10.6142578	0.0005511
10.9438477	0.0006162
11.2734375	0.0006812
11.6030273	0.0006264
11.9326172	0.0006915
12.2622070	0.0007238
12.5917969	0.0007562
12.9213867	0.0008212
13.2509766	0.0008427
13.5805664	0.0009187
13.9101562	0.0009292
14.2397461	0.0009507
14.5693359	0.0009830
14.8989258	0.0010917
15.2285156	0.0011241
15.5581055	0.0012109
15.8876953	0.0011997
16.2172852	0.0012647
16.5468750	0.0013298
16.8764648	0.0013622
17.2060547	0.0015035
17.5356445	0.0015904
17.8652344	0.0021568
18.1948242	0.0060038
18.5244141	0.0133168
18.8540039	0.0207933
19.1835937	0.0282371
19.5131836	0.0356372
19.8427734	0.0430483
20.1723633	0.0504703
20.5019531	0.0578923
20.8315430	0.0652706
21.1611328	0.0727798
21.4907227	0.0802345
21.8203125	0.0876128
22.1499023	0.0950675
22.4794922	0.1024459
22.8090820	0.1099006
23.1386719	0.1172898
23.4682617	0.1247227
23.7978516	0.1321447
24.1274414	0.1395231
24.4570312	0.1469777
24.7866211	0.1544106
25.1162109	0.1617890
25.4458008	0.1691674
25.7753906	0.1766329
26.1049805	0.1839568
26.4345703	0.1913134
26.7641602	0.1987354
27.0937500	0.2062009
27.4233398	0.2135684
27.7529297	0.2209686
28.0825195	0.2283470
28.4121094	0.2357253
28.7416992	0.2430928
29.0712891	0.2504385
29.4008789	0.2578060
29.7304687	0.2652062
30.0600586	0.2724537
30.3896484	0.2798103
30.7192383	0.2871778
31.0488281	0.2944145
31.3784180	0.3018583
31.7080078	0.3091821
32.0375977	0.3164624
32.3671875	0.3237318
32.6967773	0.3311429
33.0263672	0.3383469
33.3559570	0.3457361
33.6855469	0.3529619
34.0151367	0.3603403
34.3447266	0.3675770
34.6743164	0.3748682
35.0039062	0.3821267
35.3334961	0.3895377
35.6630859	0.3967308
6.0000000	0.0029992
0.0000000	0.0001760
0.0000000	0.0001103
0.0000000	0.0000773
0.0000000	0.0000551
0.0000000	0.0000221
0.0000000	-0.0000109
0.0000000	-0.0000113
0.0000000	0.0000320
0.0000000	-0.0000010
0.0000000	-0.0000014
0.0000000	0.0000419
0.0000000	0.0000088
0.0000000	-0.0000242
0.0000000	-0.0000245
0.0000000	-0.0000031
0.0000000	0.0000293
0.0000000	-0.0000255
0.0000000	0.0000068
